manNum=50
womanNum=50
man13=16,15,33,37,29,5,42,31,4,13,22,30,24,21,35,26,44,25,36,19,10,45,49,43,48,8,12,39,18,50,6,32,11,14,38,34,27,3,2,46,17,40,47,7,9,28,23,41,20,1
man14=33,21,39,41,49,34,2,10,24,38,23,26,36,9,25,19,15,35,42,30,46,43,7,18,12,17,31,32,13,1,16,3,29,44,37,47,45,4,20,50,40,11,5,6,22,28,8,48,27,14
man15=32,36,20,35,15,39,28,42,13,8,30,19,25,23,45,17,43,26,47,4,18,3,2,38,46,21,6,24,9,16,41,33,31,12,10,34,49,22,44,5,40,50,11,7,1,48,14,37,29,27
man16=41,5,17,2,40,24,29,26,23,30,4,13,20,18,14,27,8,16,15,36,25,21,35,33,48,47,49,10,31,46,39,28,11,44,34,6,32,45,38,50,9,7,37,1,22,19,3,12,43,42
man17=50,5,49,21,15,4,33,26,45,8,18,41,6,35,42,17,25,43,7,46,34,1,38,28,29,39,19,44,11,13,48,9,31,24,27,12,23,10,32,14,36,2,30,47,3,16,40,22,20,37
man18=40,19,46,23,12,10,7,8,38,17,45,4,25,20,39,41,33,27,6,31,34,26,14,18,30,1,5,35,48,42,15,21,3,16,29,50,9,2,24,22,47,11,49,28,37,32,13,44,36,43
man19=31,44,5,4,13,1,35,25,28,29,9,15,27,30,19,2,26,16,14,3,10,41,49,39,36,18,8,45,17,11,48,37,46,21,40,32,24,38,20,6,43,7,22,34,50,23,42,33,12,47
man20=48,36,42,14,20,27,3,37,2,10,4,26,7,34,23,32,47,38,46,43,28,1,19,11,30,22,16,40,44,45,39,41,35,24,12,5,9,6,33,13,25,29,31,49,17,18,15,50,8,21
man21=12,38,34,8,27,3,20,37,29,7,25,47,42,45,19,48,23,21,40,10,16,5,46,22,26,31,44,2,15,32,30,6,11,36,35,14,9,39,43,33,49,17,28,24,41,1,18,50,4,13
man22=18,14,40,28,16,37,20,24,43,32,25,9,15,11,48,38,5,36,30,31,33,23,26,44,41,29,45,10,13,50,1,3,17,12,34,49,39,2,19,46,27,6,47,22,8,35,21,4,42,7
man23=16,49,36,28,34,6,46,41,1,39,4,44,9,12,13,35,27,3,5,38,20,8,23,32,40,17,43,48,7,24,11,30,50,45,37,42,31,14,22,26,19,25,2,29,10,47,33,15,18,21
man24=26,21,20,16,4,2,46,42,11,37,28,22,15,25,1,30,12,3,39,41,19,24,49,17,29,31,50,44,6,13,8,5,36,45,34,23,35,38,33,9,7,10,27,40,18,32,47,14,48,43
man25=22,40,47,33,16,23,39,44,6,31,38,3,8,43,20,48,19,34,46,25,11,1,42,10,30,36,41,14,9,17,7,12,49,50,2,26,13,29,27,37,15,5,4,24,45,18,28,35,32,21
man26=8,41,47,38,34,5,20,1,32,24,46,49,45,29,23,19,44,12,4,48,31,22,7,26,10,39,33,16,43,11,30,21,6,42,25,27,13,40,35,2,3,14,18,36,9,50,37,15,28,17
man27=7,1,23,45,22,24,10,6,44,33,32,40,21,13,36,47,46,43,4,27,31,50,35,37,14,12,29,19,20,15,8,49,25,41,9,28,5,30,16,18,17,42,2,39,3,38,11,34,48,26
man28=30,17,21,2,13,33,6,1,40,48,50,37,43,27,19,20,42,16,26,10,3,5,12,25,23,35,18,47,22,46,7,45,24,34,9,15,11,41,44,36,38,32,49,29,4,39,31,28,8,14
man29=27,25,31,18,5,9,4,39,3,11,15,30,42,41,48,50,14,38,47,23,33,12,22,26,13,32,34,10,49,8,37,21,43,17,7,24,40,45,28,2,35,44,20,29,46,1,19,36,6,16
man30=48,38,6,19,3,14,15,5,33,27,11,20,44,46,8,35,25,43,30,17,4,40,32,49,18,7,36,28,29,13,24,1,23,16,37,45,21,31,26,22,41,34,50,47,39,42,9,10,12,2
man31=38,19,10,3,14,42,9,47,24,41,33,49,11,15,46,43,50,1,35,12,28,25,16,18,48,31,4,8,5,26,22,32,44,29,2,30,34,27,6,39,13,40,36,21,37,45,23,17,7,20
man32=44,7,39,4,28,47,43,49,45,5,22,32,41,48,33,16,1,14,37,40,38,18,23,42,20,2,24,6,35,12,29,31,26,36,13,50,17,21,15,8,27,46,11,25,30,3,10,19,9,34
man33=47,38,15,40,14,49,21,11,12,18,45,44,33,25,43,37,31,13,26,17,2,20,27,24,8,28,4,39,35,42,50,5,34,32,7,19,48,29,10,22,1,30,36,16,3,9,23,46,41,6
man34=4,41,7,29,49,10,46,26,48,24,14,42,17,16,15,25,18,3,40,37,23,35,5,11,39,50,9,31,20,27,38,12,45,34,8,43,22,13,28,47,32,21,30,1,36,19,6,33,2,44
man35=1,9,27,45,37,42,14,23,15,21,3,46,47,17,11,16,25,40,39,24,50,28,8,41,19,43,48,36,18,6,31,30,34,5,49,13,33,35,2,38,4,29,22,32,10,26,20,7,12,44
man36=33,28,39,6,29,40,27,31,13,5,48,19,24,22,42,1,4,50,7,26,34,43,37,36,11,30,45,9,38,16,10,12,15,3,20,8,21,41,25,49,47,17,32,2,35,18,14,23,46,44
man37=47,11,21,25,42,19,29,23,26,7,3,6,46,22,4,5,41,12,15,37,24,45,48,35,49,30,40,10,44,2,28,33,17,36,16,20,1,18,9,27,31,14,13,38,50,8,34,32,43,39
man38=14,10,18,50,37,19,21,44,41,16,46,45,35,24,47,22,23,9,43,15,30,39,32,49,40,12,7,27,34,8,4,20,1,28,3,11,13,29,26,17,6,2,25,31,36,38,42,48,33,5
man39=43,20,15,41,32,7,50,24,31,37,9,14,35,11,36,17,27,44,21,10,2,4,22,47,29,13,3,18,8,1,30,42,6,45,34,48,23,46,38,25,33,28,19,26,40,16,49,12,39,5
man40=45,12,21,23,33,35,31,39,20,50,4,42,7,28,3,6,29,43,47,26,16,18,17,48,37,5,46,22,25,24,8,1,19,15,9,49,27,34,38,32,14,44,11,10,41,40,13,36,2,30
man41=35,17,27,18,12,5,47,16,41,13,29,39,7,26,36,15,6,14,50,45,4,33,32,10,49,42,30,24,46,44,48,31,21,3,34,20,43,22,25,11,23,1,8,28,9,2,40,38,19,37
man42=46,44,25,16,21,26,34,24,15,7,49,9,48,2,10,27,30,45,23,19,43,39,11,5,50,12,32,33,42,37,17,40,38,4,6,41,28,1,29,47,3,36,35,14,8,31,20,22,18,13
man43=49,34,22,50,18,28,48,15,11,5,42,24,30,8,29,35,3,6,4,23,13,27,46,2,39,1,37,19,45,12,20,17,25,43,26,14,33,47,41,32,7,44,36,38,16,10,40,21,9,31
man44=17,1,21,46,9,39,19,22,49,11,32,40,48,37,25,33,23,6,18,26,47,5,30,29,13,3,20,35,41,27,34,12,8,31,43,42,50,44,2,28,38,4,36,10,15,16,24,14,45,7
man45=46,48,4,3,40,35,24,14,16,17,18,12,38,33,10,26,42,6,23,20,41,21,2,8,37,11,13,47,45,15,7,22,32,39,43,50,19,34,44,25,9,31,27,30,5,1,29,28,49,36
man46=7,22,3,42,16,34,35,40,4,28,20,8,1,2,5,49,31,13,38,32,46,47,26,18,48,39,25,19,37,45,30,29,24,50,33,23,14,36,41,6,11,10,9,17,43,21,15,12,44,27
man47=20,24,47,7,15,26,35,33,11,37,50,39,9,29,14,40,18,5,31,41,3,12,44,17,13,36,34,19,21,25,43,49,16,4,2,42,1,45,48,30,28,23,27,46,8,6,10,38,32,22
man48=23,1,33,4,49,21,29,15,6,46,34,36,7,43,42,2,39,12,30,28,8,14,26,45,25,11,48,18,20,47,19,3,13,24,35,16,37,9,31,22,44,40,32,10,5,50,41,27,38,17
man49=44,16,45,20,49,30,23,38,10,41,28,7,21,18,42,6,50,40,29,17,35,22,9,34,8,26,3,36,15,24,37,4,11,1,13,25,46,19,27,43,31,39,47,5,32,33,2,48,14,12
man50=29,37,11,26,50,38,13,25,35,5,21,39,32,4,15,45,40,31,41,17,14,27,34,8,24,44,1,2,43,20,49,19,33,47,16,9,6,23,46,48,22,7,10,3,36,28,30,12,42,18
woman1=6,5,26,31,18,15,42,11,28,49,40,41,36,46,8,3,21,7,14,32,1,17,50,45,29,34,38,23,44,10,13,30,48,43,9,22,47,2,19,20,33,39,37,16,4,35,12,25,27,24
woman2=21,19,43,13,10,41,47,44,9,31,23,6,45,14,40,2,38,24,28,39,30,50,5,16,48,29,7,46,11,17,34,4,26,18,33,8,35,32,1,12,42,37,20,49,25,27,15,36,22,3
woman3=25,16,10,18,43,28,8,21,22,29,5,48,23,7,2,49,34,6,40,26,37,1,33,4,20,14,35,15,27,19,9,12,31,47,50,44,39,13,30,36,24,41,17,11,46,3,38,45,32,42
woman4=5,35,27,32,46,14,22,20,37,3,9,45,31,41,19,43,48,6,36,21,34,29,4,18,44,24,26,40,15,28,17,33,1,11,42,50,13,2,16,47,8,25,12,49,23,7,10,38,39,30
woman5=39,46,28,12,7,38,31,34,6,37,22,5,35,18,43,45,49,8,29,47,26,14,48,4,19,17,32,40,1,44,13,27,25,30,9,11,2,20,36,50,41,23,16,3,42,33,10,21,24,15
woman6=21,33,38,35,14,2,28,45,37,24,8,7,15,20,50,23,22,43,31,19,47,1,12,30,29,17,25,42,4,41,10,40,3,5,36,49,26,34,44,9,6,13,11,46,32,27,16,39,48,18
woman7=43,26,21,3,41,9,10,42,49,18,6,45,33,20,15,37,27,47,44,14,28,39,23,36,7,48,40,5,34,30,2,24,17,25,38,13,4,29,50,8,1,22,32,12,11,16,46,35,19,31
woman8=24,21,6,39,40,27,19,1,7,33,47,31,17,43,42,37,44,41,16,29,3,30,49,18,15,26,46,13,11,48,35,8,4,14,50,22,9,5,38,28,2,12,20,25,45,36,23,10,34,32
woman9=33,3,42,30,16,7,5,39,49,47,11,21,9,27,43,12,8,32,29,4,46,48,37,45,1,23,15,10,35,17,36,24,22,44,28,18,41,20,25,50,26,6,34,2,38,31,14,13,40,19
woman10=26,24,31,30,18,35,21,5,6,28,16,9,50,12,7,33,14,17,29,25,13,23,3,27,22,43,2,11,49,38,36,40,42,10,45,46,37,44,32,20,8,41,34,39,47,48,1,4,15,19
woman11=49,36,47,29,42,23,24,6,26,1,13,3,39,25,4,44,2,28,11,22,8,33,15,21,14,43,32,10,50,48,30,31,20,41,19,5,16,40,17,9,35,46,37,45,38,27,7,34,12,18
woman12=17,31,21,35,2,22,37,33,15,14,11,4,25,9,26,48,29,12,23,49,50,36,41,28,19,16,3,47,27,42,30,34,39,10,32,7,43,38,46,5,6,20,13,8,1,24,40,44,45,18
woman13=38,37,25,40,33,9,31,35,50,47,17,10,6,8,12,45,5,19,1,18,44,23,41,13,36,32,22,28,43,49,3,39,48,4,34,16,26,24,20,46,14,27,21,15,42,29,30,2,7,11
woman14=49,30,36,43,17,7,5,22,23,20,37,1,42,50,41,15,39,48,11,6,21,44,38,9,18,40,10,31,16,46,8,45,47,29,33,3,35,25,2,28,19,14,32,12,4,13,26,24,27,34
woman15=27,12,49,38,21,31,10,44,32,8,26,35,28,22,45,34,16,39,1,47,29,48,41,37,24,36,15,13,14,6,9,7,20,5,46,2,17,4,40,18,11,33,43,30,50,19,3,25,42,23
woman16=5,18,8,10,44,15,13,9,7,21,26,12,37,19,32,38,17,39,50,43,4,28,42,40,30,47,34,1,11,41,14,22,31,33,46,35,23,25,3,36,29,45,20,24,16,49,2,6,48,27
woman17=21,12,28,24,25,11,15,7,47,44,36,46,49,26,23,13,31,29,42,9,35,45,34,39,6,16,27,1,43,14,40,33,18,2,8,41,4,22,20,48,5,10,50,37,3,19,30,38,17,32
woman18=29,9,3,13,45,23,50,30,39,25,2,32,48,24,15,40,7,27,43,41,20,33,1,8,42,4,35,16,46,34,14,11,6,38,18,10,49,5,44,47,21,19,26,28,22,12,36,17,31,37
woman19=3,32,30,7,40,42,49,50,10,23,37,38,14,20,39,46,17,27,24,33,47,2,36,16,48,8,6,28,44,15,35,19,1,9,45,34,31,43,12,25,41,29,11,26,22,21,13,5,4,18
woman20=20,2,47,17,14,37,28,22,23,10,34,44,3,6,8,32,39,38,1,15,9,43,36,33,25,5,26,48,35,49,19,24,18,42,45,50,46,31,27,21,16,40,12,11,7,30,4,29,41,13
woman21=24,33,27,39,26,20,36,28,2,15,6,25,12,30,22,31,38,44,18,21,34,46,43,8,42,50,1,45,48,10,13,5,4,47,37,41,16,49,3,17,32,35,29,23,14,40,9,19,11,7
woman22=35,7,6,38,15,18,21,42,17,10,47,22,4,20,29,40,28,3,13,19,14,36,50,41,32,9,5,25,34,49,39,44,16,37,33,30,48,12,1,27,31,45,24,2,23,46,8,43,26,11
woman23=39,16,32,1,47,46,40,11,37,15,9,3,20,17,36,35,33,23,19,50,13,6,10,42,29,44,5,8,38,49,41,45,48,28,12,18,24,7,27,21,43,26,30,22,31,2,4,14,34,25
woman24=5,48,6,20,27,22,26,39,23,2,10,12,15,25,3,37,49,1,4,41,42,38,16,40,24,14,18,44,19,34,30,29,32,46,43,45,17,11,35,13,21,50,8,47,31,33,7,9,28,36
woman25=4,8,21,30,6,34,37,10,27,18,46,22,3,7,29,43,28,50,12,45,48,44,26,24,23,19,9,1,33,42,38,40,31,35,39,16,20,15,17,41,25,5,2,32,13,49,47,11,14,36
woman26=33,45,44,30,18,22,23,14,35,8,13,32,1,2,3,34,36,6,19,37,47,41,40,12,27,4,49,46,7,50,39,5,21,25,28,11,48,24,38,9,15,31,16,43,20,26,29,10,17,42
woman27=28,10,29,32,46,27,25,40,41,24,16,2,42,31,12,9,30,5,45,23,11,39,3,38,19,36,15,1,43,14,48,7,26,34,6,4,44,47,22,18,20,17,49,35,8,37,50,21,13,33
woman28=39,40,49,4,43,14,16,31,25,35,34,29,15,36,17,44,10,18,21,33,37,12,41,48,6,11,2,32,19,5,46,20,24,8,45,23,22,26,27,13,47,30,42,50,28,38,7,9,1,3
woman29=42,45,32,31,22,10,20,50,16,47,37,14,26,38,30,12,29,44,24,1,8,41,2,36,27,25,18,7,39,23,46,13,19,11,15,28,34,4,48,6,21,43,9,49,40,17,33,5,35,3
woman30=24,16,37,32,12,21,35,40,26,41,50,49,45,9,11,43,13,15,28,38,36,47,22,18,31,23,25,6,27,39,1,20,46,29,7,5,3,19,48,44,4,10,42,2,30,33,34,17,14,8
woman31=13,43,16,19,23,35,33,1,2,22,9,36,44,11,15,34,32,48,17,7,20,49,31,38,5,42,8,37,29,39,4,41,24,45,46,18,3,14,28,27,50,12,40,47,10,30,6,21,25,26
woman32=38,31,6,24,32,18,40,19,2,41,13,25,48,15,17,44,3,33,11,16,35,34,20,1,43,30,29,9,7,22,8,50,26,37,5,36,4,49,28,42,39,45,10,27,12,21,46,47,23,14
woman33=6,29,50,2,42,46,24,40,13,15,35,45,44,23,47,9,48,21,16,25,49,31,10,43,39,7,14,1,19,22,33,27,20,17,5,38,32,28,12,26,30,3,41,34,18,8,11,36,37,4
woman34=35,9,27,12,36,47,43,16,48,7,29,14,21,4,25,40,18,38,45,26,28,33,19,39,34,15,10,8,11,37,22,13,30,32,17,5,24,3,46,41,2,23,49,6,44,42,50,31,20,1
woman35=10,41,36,5,27,34,3,26,16,14,32,11,33,44,9,20,31,19,46,43,1,12,30,42,38,47,39,49,28,48,35,17,13,18,21,25,7,2,22,4,15,45,37,29,6,23,8,24,50,40
woman36=18,13,14,22,19,33,10,25,9,42,43,34,12,46,24,40,21,27,17,36,49,23,5,4,28,47,16,48,15,1,39,29,31,37,2,50,32,6,8,38,20,11,30,45,41,3,44,35,7,26
woman37=20,44,19,15,13,10,23,27,46,16,33,3,38,41,32,4,25,9,7,40,34,28,29,43,8,17,26,35,12,21,14,6,5,47,11,50,31,42,22,49,1,48,2,37,39,36,45,24,18,30
woman38=46,12,8,2,26,9,24,7,33,1,27,45,14,16,43,25,28,40,19,35,15,20,18,49,34,13,5,44,17,31,47,30,23,29,32,38,41,37,11,10,22,6,39,36,21,50,42,3,4,48
woman39=27,47,10,5,38,4,2,17,41,33,50,15,46,24,42,29,44,49,13,18,11,20,9,34,39,23,31,48,7,6,3,36,28,1,37,26,12,21,19,45,14,8,30,32,16,35,43,40,22,25
woman40=45,9,40,5,23,36,32,34,1,3,41,11,25,17,48,18,16,38,14,10,44,29,30,21,2,24,28,39,31,15,13,4,26,50,19,46,35,37,27,8,47,7,6,22,49,43,20,42,12,33
woman41=36,23,50,47,33,2,26,46,41,11,4,7,38,37,17,14,13,21,32,22,34,39,31,5,43,30,45,29,49,42,16,24,25,28,35,1,44,18,15,9,20,12,10,8,40,27,3,48,19,6
woman42=13,33,24,2,29,42,17,3,28,47,27,40,10,1,12,23,30,4,39,44,45,49,15,48,11,5,50,35,8,16,6,43,36,26,31,25,38,14,32,9,37,20,46,19,22,18,34,21,41,7
woman43=14,21,38,32,4,24,28,6,19,7,45,41,25,17,50,10,44,26,40,34,5,18,46,22,33,1,3,16,23,29,37,27,48,12,35,15,49,42,11,36,2,31,39,30,13,20,8,47,43,9
woman44=47,26,49,50,46,40,14,20,10,15,19,39,3,44,21,33,11,24,22,32,23,45,27,16,41,38,13,1,18,5,9,6,35,8,42,43,29,36,31,7,28,2,17,25,30,37,12,48,34,4
woman45=44,39,14,19,49,21,2,50,41,42,17,43,29,22,45,27,40,13,6,36,46,30,48,32,7,15,37,16,26,10,1,18,11,47,23,9,38,20,31,35,3,4,33,12,24,5,28,8,25,34
woman46=20,22,25,9,42,43,21,38,24,37,19,26,35,27,1,31,28,17,13,48,41,8,36,44,33,11,4,40,2,18,23,12,7,10,14,49,39,16,6,46,34,32,47,3,50,5,15,29,30,45
woman47=34,44,48,26,31,18,1,13,42,46,28,37,15,35,25,16,23,22,45,41,29,33,47,11,19,50,2,43,30,39,6,27,36,7,12,3,9,32,17,20,40,21,4,38,5,8,24,14,10,49
woman48=11,44,21,40,27,17,19,29,4,28,41,1,14,43,5,42,30,47,34,37,39,33,45,10,23,15,6,26,20,31,46,48,16,36,8,12,3,22,25,38,2,49,9,35,13,24,32,18,50,7
woman49=24,19,31,49,48,18,21,42,9,6,37,46,20,43,14,5,13,26,40,2,15,45,35,47,33,29,41,23,8,27,10,4,11,32,36,7,39,3,38,30,50,34,12,25,16,1,28,44,17,22
woman50=21,50,17,6,20,49,8,45,33,38,7,4,31,3,34,27,15,42,5,2,14,46,36,16,32,40,29,9,25,13,28,19,37,30,41,23,43,48,11,18,44,24,35,47,10,26,39,1,12,22
